TIME_PERIOD,OBS_VALUE
2025-S1,34403.948
2025-S2,34389.712
2015-S1,47494.671
2015-S2,130520.749
2016-S1,174308.979
2016-S2,120112.477
2017-S1,115634.140
2017-S2,92625.552
2018-S1,146357.489
2018-S2,95597.253
2019-S1,105903.786
2019-S2,101384.737
2020-S1,103566.786
2020-S2,96804.697
2021-S1,84848.150
2021-S2,69952.865
2022-S1,77224.622
2022-S2,79298.899
2023-S1,97201.159
2023-S2,92514.970
2024-S1,115738.729
2024-S2,105048.159
2025-S1,135271.312
2025-S2,134718.226
2015-S1,5686.212
2015-S2,11316.215
2016-S1,13334.398
2016-S2,11849.202
2017-S1,12411.195
2017-S2,11994.797
2018-S1,9106.895
2018-S2,9098.514
2019-S1,8303.805
2019-S2,7623.018
2020-S1,8281.918
2020-S2,7541.606
2021-S1,3971.637
2021-S2,3601.256
2022-S1,5604.117
2022-S2,4815.981
2023-S1,5013.332
2023-S2,4702.457
2024-S1,5030.744
2024-S2,6052.576
2025-S1,8508.901
2025-S2,11568.086
2015-S1,27536.000
2015-S2,24416.000
2016-S1,5571.000
2016-S2,9775.000
2017-S1,6700.000
2017-S2,7127.000
2018-S1,4626.000
2018-S2,4395.000
2019-S1,4416.000
2019-S2,4926.000
2020-S1,6504.000
2020-S2,7869.000
2021-S1,10296.000
2021-S2,9376.000
2022-S1,7873.000
2022-S2,7975.000
2023-S1,7963.000
2023-S2,9449.000
2024-S1,9009.000
2024-S2,9491.000
2025-S1,9496.000
2025-S2,7398.000
2015-S1,6853.738
2015-S2,4900.050
2016-S1,5177.432
2016-S2,5958.201
2017-S1,7446.501
2017-S2,14373.489
2018-S1,17561.721
2018-S2,23035.153
2019-S1,842.031
2019-S2,898.932
2020-S1,787.928
2020-S2,812.727
2021-S1,682.979
2021-S2,2427.145
2022-S1,2995.501
2022-S2,1905.842
2023-S1,2418.519
2023-S2,2380.989
2024-S1,3264.989
2024-S2,3269.676
2025-S1,3237.361
2025-S2,4317.009
2015-S1,128325.416
2015-S2,142110.926
2016-S1,87681.769
2016-S2,43881.936
2017-S1,53140.683
2017-S2,38066.473
2018-S1,42533.946
2018-S2,37173.881
2019-S1,41216.804
2019-S2,31036.974
2020-S1,28390.977
2020-S2,33184.232
2021-S1,26956.330
2021-S2,17717.074
2022-S1,19875.327
2022-S2,20783.907
2023-S1,15583.750
2023-S2,19235.414
2024-S1,20159.624
2024-S2,14484.598
2025-S1,22800.824
2025-S2,24645.366
2015-S1,269.402
2015-S2,174.709
2016-S1,251.058
2016-S2,141.184
2017-S1,113.458
2017-S2,110.855
2018-S1,112.541
2018-S2,91.156
2019-S1,85.837
2019-S2,80.884
2020-S1,47.879
2020-S2,49.501
2021-S1,26.983
2021-S2,26.616
2022-S1,272.446
2022-S2,311.216
2023-S1,300.623
2023-S2,274.983
2024-S1,256.442
2024-S2,298.921
2025-S1,220.302
2025-S2,252.098
2015-S1,4125837.800
2015-S2,4285154.333
2016-S1,3417929.919
2016-S2,3125856.123
2017-S1,3172550.392
2017-S2,3176952.987
2018-S1,3313791.997
2018-S2,3192483.549
2019-S1,3027743.577
2019-S2,2855700.814
2020-S1,2822352.886
2020-S2,2845602.301
2021-S1,2688563.236
2021-S2,2432876.842
2022-S1,2439586.067
2022-S2,2611164.257
2023-S1,2902442.299
2023-S2,3083795.000
2024-S1,3190326.711
2024-S2,3500696.400
2025-S1,4045419.094
2025-S2,5358877.553
2015-S1,308014.924
2015-S2,255780.873
2016-S1,225006.020
2016-S2,216692.660
2017-S1,263679.247
2017-S2,275458.368
2018-S1,288780.155
2018-S2,238552.475
2019-S1,255117.514
2019-S2,261744.695
2020-S1,268538.062
2020-S2,269711.831
2021-S1,326496.904
2021-S2,262721.986
2022-S1,286105.890
2022-S2,287922.259
2023-S1,368534.687
2023-S2,354946.946
2024-S1,331404.427
2024-S2,369104.115
2025-S1,503598.076
2025-S2,469478.955
2015-S1,6711.535
2015-S2,5153.148
2016-S1,6245.353
2016-S2,4135.501
2017-S1,3504.365
2017-S2,2986.342
2018-S1,3021.445
2018-S2,2778.101
2019-S1,3945.323
2019-S2,3718.192
2020-S1,4853.286
2020-S2,4962.114
2021-S1,3948.414
2021-S2,4179.204
2022-S1,31184.165
2022-S2,34836.970
2023-S1,32983.654
2023-S2,29840.317
2024-S1,27610.189
2024-S2,28969.027
2025-S1,33356.890
2025-S2,34703.093
2015-S1,938218.000
2015-S2,840059.000
2016-S1,790481.000
2016-S2,489294.000
2017-S1,368028.000
2017-S2,276921.000
2018-S1,248557.000
2018-S2,182203.000
2019-S1,158276.000
2019-S2,133939.000
2020-S1,126099.000
2020-S2,114604.000
2021-S1,98304.000
2021-S2,108648.000
2022-S1,120883.000
2022-S2,99485.000
2023-S1,115035.000
2023-S2,114896.000
2024-S1,127354.000
2024-S2,111977.000
2025-S1,117699.000
2025-S2,107993.000
2015-S1,517149.000
2015-S2,274662.000
2016-S1,255905.000
2016-S2,326139.000
2017-S1,444900.000
2017-S2,446911.000
2018-S1,422767.000
2018-S2,228730.000
2019-S1,396061.000
2019-S2,417772.000
2020-S1,533624.000
2020-S2,482347.000
2021-S1,547803.000
2021-S2,590721.000
2022-S1,719374.000
2022-S2,692080.000
2023-S1,634525.000
2023-S2,541411.000
2024-S1,583209.000
2024-S2,570460.000
2025-S1,700931.000
2025-S2,629092.000
2015-S1,58758.000
2015-S2,63023.000
2016-S1,59047.500
2016-S2,56313.000
2017-S1,55139.000
2017-S2,40699.500
2018-S1,43916.500
2018-S2,42689.000
2019-S1,45739.000
2019-S2,42982.500
2020-S1,46947.000
2020-S2,45505.500
2021-S1,45671.000
2021-S2,39558.500
2022-S1,40641.500
2022-S2,39988.000
2023-S1,25868.500
2023-S2,108955.500
2024-S1,21532.000
2024-S2,16224.500
2025-S1,16975.000
2025-S2,16529.000
2015-S1,48245.415
2015-S2,36190.624
2016-S1,21574.085
2016-S2,19538.786
2017-S1,13642.571
2017-S2,8256.032
2018-S1,8841.000
2018-S2,11207.703
2019-S1,30241.780
2019-S2,28581.026
2020-S1,31386.846
2020-S2,26805.489
2021-S1,18138.764
2021-S2,26948.829
2022-S1,27515.000
2022-S2,24712.000
2023-S1,26626.000
2023-S2,25685.000
2024-S1,22688.000
2024-S2,21068.000
2025-S1,18111.090
2025-S2,22339.869
2015-S1,1544091.934
2015-S2,1352940.820
2016-S1,1710595.074
2016-S2,1406658.270
2017-S1,2074549.197
2017-S2,1993293.914
2018-S1,2023032.165
2018-S2,2028516.831
2019-S1,1824560.329
2019-S2,1551152.087
2020-S1,1626118.624
2020-S2,1485862.469
2021-S1,1410949.793
2021-S2,1437277.041
2022-S1,1368645.471
2022-S2,1121015.115
2023-S1,1079649.421
2023-S2,915332.542
2024-S1,994325.645
2024-S2,1111969.678
2025-S1,1246905.562
2025-S2,1311575.592
2015-S1,30448089.937
2015-S2,29072329.527
2016-S1,32483710.568
2016-S2,31045457.993
2017-S1,33143084.974
2017-S2,32368746.110
2018-S1,37224195.710
2018-S2,34513736.248
2019-S1,36228809.862
2019-S2,32598041.290
2020-S1,32852221.537
2020-S2,33681444.846
2021-S1,33294653.628
2021-S2,34479117.546
2022-S1,37921177.530
2022-S2,35607142.995
2023-S1,39334807.873
2023-S2,38643007.594
2024-S1,42142753.194
2024-S2,41655709.911
2025-S1,50111832.260
2025-S2,46985994.988
2015-S1,1444235.343
2015-S2,1054915.015
2016-S1,1190742.928
2016-S2,1117243.523
2017-S1,1152409.249
2017-S2,1287597.797
2018-S1,1495087.642
2018-S2,1319789.808
2019-S1,1284648.734
2019-S2,1293979.091
2020-S1,1150200.098
2020-S2,1121568.688
2021-S1,1359255.322
2021-S2,1437443.887
2022-S1,2052840.259
2022-S2,1565939.686
2023-S1,1362475.296
2023-S2,1324795.919
2024-S1,1302571.740
2024-S2,1280018.166
2025-S1,1478197.780
2025-S2,1418685.655
2015-S1,8164625.000
2015-S2,6893503.000
2016-S1,6536296.000
2016-S2,5203954.000
2017-S1,4866326.000
2017-S2,4550247.000
2018-S1,3980668.000
2018-S2,3783097.000
2019-S1,3584472.000
2019-S2,3427532.000
2020-S1,3930387.000
2020-S2,3720524.000
2021-S1,3807307.000
2021-S2,3778992.000
2022-S1,3799440.000
2022-S2,3940233.000
2023-S1,4029810.000
2023-S2,3197242.000
2024-S1,3297138.000
2024-S2,3309044.000
2025-S1,4205899.000
2025-S2,4107139.000
2015-S1,1406683.409
2015-S2,1425545.555
2016-S1,1775237.198
2016-S2,1811755.033
2017-S1,2038194.430
2017-S2,2267948.016
2018-S1,2130682.447
2018-S2,2082293.926
2019-S1,1880929.158
2019-S2,1808902.887
2020-S1,1735183.175
2020-S2,1992937.295
2021-S1,2003252.467
2021-S2,2158132.478
2022-S1,2073742.625
2022-S2,1988056.078
2023-S1,2208081.747
2023-S2,2323637.368
2024-S1,2431437.152
2024-S2,2366283.029
2025-S1,2774668.015
2025-S2,2610252.651
2015-S1,12825.369
2015-S2,13689.132
2016-S1,11915.331
2016-S2,10033.031
2017-S1,10561.353
2017-S2,8626.206
2018-S1,8253.395
2018-S2,4608.111
2019-S1,5075.104
2019-S2,4306.051
2020-S1,4717.791
2020-S2,4718.000
2021-S1,3051.394
2021-S2,2818.143
2022-S1,5153.946
2022-S2,4284.631
2023-S1,3803.397
2023-S2,5285.130
2024-S1,4097.394
2024-S2,5101.661
2025-S1,8040.614
2025-S2,4767.364
2015-S1,789.040
2015-S2,957.048
2016-S1,880.979
2016-S2,1479.644
2017-S1,989.927
2017-S2,884.900
2018-S1,1049.672
2018-S2,960.291
2019-S1,971.620
2019-S2,1075.417
2020-S1,959.776
2020-S2,1139.722
2021-S1,909.622
2021-S2,995.516
2022-S1,1064.336
2022-S2,1104.499
2023-S1,1802.115
2023-S2,937.162
2024-S1,1107.265
2024-S2,959.948
2025-S1,1280.374
2025-S2,916.822
2015-S1,545006.000
2015-S2,290255.000
2016-S1,281165.000
2016-S2,332858.000
2017-S1,445949.000
2017-S2,472297.000
2018-S1,436058.000
2018-S2,248961.000
2019-S1,421516.000
2019-S2,450465.000
2020-S1,531313.000
2020-S2,500433.000
2021-S1,585840.000
2021-S2,629055.000
2022-S1,761502.000
2022-S2,724807.000
2023-S1,674763.000
2023-S2,593558.000
2024-S1,650109.000
2024-S2,643702.000
2025-S1,778199.000
2025-S2,726789.000
2015-S1,1418806.000
2015-S2,1256033.000
2016-S1,1406664.000
2016-S2,1240392.000
2017-S1,1548227.000
2017-S2,1738210.000
2018-S1,1507012.000
2018-S2,1493247.000
2019-S1,1216640.000
2019-S2,1134634.000
2020-S1,1578612.000
2020-S2,1498683.000
2021-S1,1630322.000
2021-S2,1720335.000
2022-S1,1808012.000
2022-S2,1890408.000
2023-S1,1963320.000
2023-S2,1543215.000
2024-S1,1763200.000
2024-S2,1726492.000
2025-S1,2030605.000
2025-S2,2026032.000
2016-S1,75803.340
2016-S2,72773.187
2017-S1,74712.956
2017-S2,71274.449
2018-S1,78746.469
2018-S2,64166.963
2019-S1,70651.274
2019-S2,60486.751
2020-S1,73937.028
2020-S2,73600.571
2021-S1,56055.696
2021-S2,69101.602
2022-S1,114655.198
2022-S2,117410.416
2023-S1,112991.395
2023-S2,96606.176
2024-S1,118428.502
2024-S2,143312.954
2025-S1,517764.747
2025-S2,532498.318
2015-S1,10551653.837
2015-S2,10484675.649
2016-S1,12674109.267
2016-S2,11316383.316
2017-S1,12476679.023
2017-S2,12624098.174
2018-S1,12929192.972
2018-S2,12753677.205
2019-S1,12937172.004
2019-S2,12558240.541
2020-S1,12974631.878
2020-S2,13377324.968
2021-S1,13361942.931
2021-S2,13693440.553
2022-S1,13122159.638
2022-S2,13665356.416
2023-S1,13308299.586
2023-S2,14157252.832
2024-S1,15093615.634
2024-S2,15472106.648
2025-S1,17440428.717
2025-S2,17641370.457
2015-S1,4540.516
2015-S2,4257.802
2016-S1,3699.949
2016-S2,2725.502
2017-S1,3252.453
2017-S2,3167.456
2018-S1,2937.715
2018-S2,2312.718
2019-S1,2422.669
2019-S2,2116.812
2020-S1,2337.956
2020-S2,3427.776
2021-S1,2207.712
2021-S2,1409.459
2022-S1,1776.483
2022-S2,1791.835
2023-S1,1403.709
2023-S2,1704.340
2024-S1,1398.513
2024-S2,1145.885
2025-S1,1564.917
2025-S2,1576.397
2015-S1,4984.000
2015-S2,4680.000
2016-S1,8943.000
2016-S2,17767.000
2017-S1,12736.000
2017-S2,17638.000
2018-S1,15734.000
2018-S2,41416.000
2019-S1,29637.000
2019-S2,30597.000
2020-S1,55653.000
2020-S2,36446.000
2021-S1,5217.000
2021-S2,6272.000
2022-S1,4002.000
2022-S2,4355.000
2023-S1,3133.000
2023-S2,2920.000
2024-S1,5177.000
2024-S2,4760.000
2025-S1,7801.000
2025-S2,8416.000
2015-S1,4275398.770
2015-S2,3627525.719
2016-S1,3544757.052
2016-S2,3227622.587
2017-S1,3497716.439
2017-S2,3643693.267
2018-S1,3287758.106
2018-S2,3280201.034
2019-S1,3265544.319
2019-S2,3216314.066
2020-S1,3838082.356
2020-S2,3704729.670
2021-S1,4015994.682
2021-S2,3975749.551
2022-S1,4208577.352
2022-S2,4432747.747
2023-S1,4575840.352
2023-S2,3879220.562
2024-S1,4164132.854
2024-S2,4238531.385
2025-S1,5202780.168
2025-S2,5162033.573
2016-S1,0.000
2016-S2,0.000
2017-S1,0.000
2017-S2,0.000
2018-S1,0.000
2018-S2,0.000
2019-S1,NaN
2019-S2,NaN
2020-S1,NaN
2020-S2,NaN
2021-S1,NaN
2021-S2,NaN
2022-S1,0.000
2022-S2,0.000
2023-S1,0.000
2023-S2,0.000
2024-S1,0.000
2024-S2,0.000
2015-S1,1264838.000
2015-S2,1102597.000
2016-S1,1247922.000
2016-S2,1152180.000
2017-S1,1378677.000
2017-S2,1544823.000
2018-S1,1288758.000
2018-S2,1219658.000
2019-S1,1210847.000
2019-S2,1238551.000
2020-S1,1682716.000
2020-S2,1652060.000
2021-S1,1561052.000
2021-S2,1768807.000
2022-S1,1886901.000
2022-S2,2041652.000
2023-S1,2269412.000
2023-S2,1654723.000
2024-S1,1771695.000
2024-S2,1874340.000
2025-S1,2275679.000
2025-S2,2162989.000
2015-S1,3859535.412
2015-S2,3254035.513
2016-S1,3185458.225
2016-S2,2943307.657
2017-S1,3258168.466
2017-S2,3389286.649
2018-S1,3058813.574
2018-S2,3052001.619
2019-S1,2972171.850
2019-S2,2937934.868
2020-S1,3524978.433
2020-S2,3393856.236
2021-S1,3684786.177
2021-S2,3663806.215
2022-S1,3929545.446
2022-S2,4126415.917
2023-S1,4190252.974
2023-S2,3525919.631
2024-S1,3857357.118
2024-S2,3884849.119
2025-S1,4766645.129
2025-S2,4809289.129
2015-S1,106960.000
2015-S2,121192.000
2016-S1,112675.000
2016-S2,101989.000
2017-S1,108018.000
2017-S2,127807.000
2018-S1,173272.000
2018-S2,146057.000
2019-S1,180237.000
2019-S2,143917.000
2020-S1,164321.000
2020-S2,172357.000
2021-S1,154115.000
2021-S2,86450.000
2022-S1,74264.000
2022-S2,99140.000
2023-S1,79751.000
2023-S2,149672.000
2024-S1,83945.000
2024-S2,87730.000
2025-S1,97813.000
2025-S2,106889.000
2015-S1,57858.000
2015-S2,62023.000
2016-S1,56231.000
2016-S2,55794.000
2017-S1,54813.000
2017-S2,37049.000
2018-S1,40360.000
2018-S2,39761.000
2019-S1,40009.000
2019-S2,38771.000
2020-S1,41501.000
2020-S2,40247.000
2021-S1,42111.000
2021-S2,39047.000
2022-S1,41473.000
2022-S2,38665.000
2023-S1,28030.000
2023-S2,106818.000
2024-S1,24253.000
2024-S2,17856.000
2025-S1,18615.000
2025-S2,17749.000
2015-S1,1248328.000
2015-S2,1041433.000
2016-S1,1173696.000
2016-S2,1067847.000
2017-S1,1318217.000
2017-S2,1479939.000
2018-S1,1263215.000
2018-S2,1236825.000
2019-S1,1203798.000
2019-S2,1182717.000
2020-S1,1596585.000
2020-S2,1567568.000
2021-S1,1455010.000
2021-S2,1668533.000
2022-S1,1855118.000
2022-S2,1952129.000
2023-S1,2125528.000
2023-S2,1496927.000
2024-S1,1645444.000
2024-S2,1715921.000
2025-S1,1999586.000
2025-S2,1989234.000
2015-S1,23461660.204
2015-S2,23072619.562
2016-S1,26794511.701
2016-S2,23732544.467
2017-S1,27424455.592
2017-S2,26893828.275
2018-S1,31015113.249
2018-S2,28341731.942
2019-S1,29724424.222
2019-S2,26269854.566
2020-S1,26409716.787
2020-S2,27048835.864
2021-S1,26691987.627
2021-S2,27820014.729
2022-S1,30923758.182
2022-S2,28333860.793
2023-S1,32500339.367
2023-S2,30659216.770
2024-S1,33415879.154
2024-S2,33158865.771
2025-S1,41777130.213
2025-S2,37801163.527
2016-S1,6512.146
2016-S2,7709.964
2017-S1,10584.942
2017-S2,8999.540
2018-S1,19297.896
2018-S2,14886.271
2019-S1,61732.154
2019-S2,64132.322
2020-S1,110362.087
2020-S2,127364.501
2021-S1,106053.681
2021-S2,124685.939
2022-S1,131682.267
2022-S2,185751.362
2023-S1,344531.109
2023-S2,413433.622
2024-S1,601075.209
2024-S2,602314.812
2025-S1,1246442.682
2025-S2,849102.618
2015-S1,7830804.000
2015-S2,6571634.000
2016-S1,6219770.000
2016-S2,4967640.000
2017-S1,4690991.000
2017-S2,4334641.000
2018-S1,3785870.000
2018-S2,3586065.000
2019-S1,3329461.000
2019-S2,3201928.000
2020-S1,3676152.000
2020-S2,3445696.000
2021-S1,3518051.000
2021-S2,3502586.000
2022-S1,3577166.000
2022-S2,3709088.000
2023-S1,3760377.000
2023-S2,3038845.000
2024-S1,3074555.000
2024-S2,3042697.000
2025-S1,3755314.000
2025-S2,3764377.000
2015-S1,60849082.881
2015-S2,58301747.002
2016-S1,68220380.196
2016-S2,60146193.910
2017-S1,69461194.621
2017-S2,68082661.425
2018-S1,76145419.136
2018-S2,71405867.561
2019-S1,77882158.753
2019-S2,71820738.787
2020-S1,73018281.521
2020-S2,76008260.610
2021-S1,78789994.437
2021-S2,81032234.882
2022-S1,86260872.817
2022-S2,83578749.479
2023-S1,92777729.456
2023-S2,90977293.572
2024-S1,99886360.828
2024-S2,101076651.837
2025-S1,122488354.318
2025-S2,115449662.168
2015-S1,438288.000
2015-S2,409444.000
2016-S1,372630.000
2016-S2,552571.000
2017-S1,560098.000
2017-S2,529145.000
2018-S1,490090.000
2018-S2,563108.000
2019-S1,549807.000
2019-S2,576795.000
2020-S1,606857.000
2020-S2,491271.000
2021-S1,465620.000
2021-S2,434465.000
2022-S1,404422.000
2022-S2,453481.000
2023-S1,418462.000
2023-S2,385929.000
2024-S1,370155.000
2024-S2,361902.000
2025-S1,944716.000
2025-S2,439589.000
2015-S1,12011718.069
2015-S2,11320434.274
2016-S1,11653714.275
2016-S2,11710626.344
2017-S1,13111894.249
2017-S2,14110570.947
2018-S1,17529490.122
2018-S2,18318976.978
2019-S1,19736823.313
2019-S2,17538725.091
2020-S1,16083347.528
2020-S2,14271098.438
2021-S1,15938650.958
2021-S2,15148935.685
2022-S1,15657771.333
2022-S2,15968232.137
2023-S1,17665034.559
2023-S2,17968573.720
2024-S1,17016003.308
2024-S2,16780362.658
2025-S1,18239494.072
2025-S2,18299866.944
2015-S1,2915434.000
2015-S2,2659306.000
2016-S1,2324134.000
2016-S2,2138013.000
2017-S1,2146528.000
2017-S2,2050502.000
2018-S1,1849631.000
2018-S2,1856077.000
2019-S1,1692975.000
2019-S2,1678752.000
2020-S1,1798413.000
2020-S2,1818259.000
2021-S1,1893298.000
2021-S2,1972914.000
2022-S1,1991183.000
2022-S2,2207430.000
2023-S1,2134099.000
2023-S2,2189845.000
2024-S1,2287486.000
2024-S2,2197714.000
2025-S1,2570140.000
2025-S2,2769944.000
2015-S1,451.944
2015-S2,539.715
2016-S1,471.438
2016-S2,762.212
2017-S1,553.117
2017-S2,608.660
2018-S1,843.574
2018-S2,357.322
2019-S1,431.238
2019-S2,496.631
2020-S1,513.074
2020-S2,606.384
2021-S1,355.184
2021-S2,349.642
2022-S1,1519.247
2022-S2,1728.761
2023-S1,2009.244
2023-S2,2229.575
2024-S1,1532.560
2024-S2,1329.050
2025-S1,874.448
2025-S2,682.071
2015-S1,2619.591
2015-S2,3813.601
2016-S1,2325.950
2016-S2,1395.970
2017-S1,1495.485
2017-S2,1164.583
2018-S1,1700.051
2018-S2,4004.167
2019-S1,2063.620
2019-S2,1611.036
2020-S1,2257.281
2020-S2,2009.575
2021-S1,2165.537
2021-S2,1695.005
2022-S1,2883.309
2022-S2,3941.888
2023-S1,2543.684
2023-S2,2937.796
2024-S1,2118.131
2024-S2,6606.690
2025-S1,4558.602
2025-S2,3132.094
2015-S1,1258861.000
2015-S2,1088506.000
2016-S1,1241465.000
2016-S2,1108454.000
2017-S1,1438452.000
2017-S2,1598674.000
2018-S1,1386235.000
2018-S2,1357288.000
2019-S1,1042662.000
2019-S2,990652.000
2020-S1,1454310.000
2020-S2,1363076.000
2021-S1,1506776.000
2021-S2,1601736.000
2022-S1,1718807.000
2022-S2,1780513.000
2023-S1,1836387.000
2023-S2,1414282.000
2024-S1,1611716.000
2024-S2,1557595.000
2025-S1,1836236.000
2025-S2,1821095.000
2016-S1,24437.424
2016-S2,6922.732
2017-S1,5818.321
2017-S2,3603.218
2018-S1,3786.835
2018-S2,4121.340
2019-S1,5797.006
2019-S2,4146.005
2020-S1,9297.006
2020-S2,5566.006
2021-S1,9118.006
2021-S2,6055.006
2022-S1,3751.247
2022-S2,3819.717
2023-S1,6936.124
2023-S2,5997.100
2024-S1,5008.951
2024-S2,2275.657
2025-S1,4645.971
2025-S2,4940.961
2015-S1,83212.000
2015-S2,87127.000
2016-S1,85621.000
2016-S2,75611.000
2017-S1,81430.000
2017-S2,89437.000
2018-S1,130767.000
2018-S2,103727.000
2019-S1,127416.000
2019-S2,101554.000
2020-S1,131870.000
2020-S2,126369.000
2021-S1,130735.000
2021-S2,83346.000
2022-S1,67671.000
2022-S2,89741.000
2023-S1,75129.000
2023-S2,137959.000
2024-S1,70996.000
2024-S2,76150.000
2025-S1,80944.000
2025-S2,83842.000
2015-S1,377.774
2015-S2,264.746
2016-S1,412.173
2016-S2,206.518
2017-S1,185.164
2017-S2,274.747
2018-S1,347.311
2018-S2,304.690
2019-S1,728.418
2019-S2,537.829
2020-S1,1014.161
2020-S2,699.198
2021-S1,710.329
2021-S2,627.717
2022-S1,1335.487
2022-S2,960.725
2023-S1,618.977
2023-S2,819.165
2024-S1,553.285
2024-S2,691.259
2025-S1,552.525
2025-S2,602.686
2015-S1,36393697.860
2015-S2,31731297.833
2016-S1,43482055.156
2016-S2,36100784.239
2017-S1,35838454.143
2017-S2,34231703.944
2018-S1,32763733.055
2018-S2,32136280.848
2019-S1,35084252.085
2019-S2,34052885.725
2020-S1,36696514.624
2020-S2,33942408.512
2021-S1,29419588.130
2021-S2,33149947.300
2022-S1,20358906.362
2022-S2,24640475.615
2023-S1,24067647.311
2023-S2,31481202.544
2024-S1,35502765.999
2024-S2,42203438.443
2025-S1,43408765.577
2025-S2,48763115.686
2015-S1,274439.786
2015-S2,241914.958
2016-S1,265981.875
2016-S2,187518.060
2017-S1,188912.129
2017-S2,208032.308
2018-S1,207768.695
2018-S2,232521.144
2019-S1,230526.288
2019-S2,218926.212
2020-S1,189245.254
2020-S2,176286.567
2021-S1,197153.238
2021-S2,203634.815
2022-S1,172471.123
2022-S2,186417.215
2023-S1,214990.946
2023-S2,258440.824
2024-S1,397597.518
2024-S2,339045.013
2025-S1,378024.688
2025-S2,353017.371
2015-S1,75341.678
2015-S2,79844.839
2016-S1,90450.568
2016-S2,107611.391
2017-S1,129428.751
2017-S2,147124.836
2018-S1,140754.306
2018-S2,139525.863
2019-S1,121132.265
2019-S2,163709.287
2020-S1,159675.565
2020-S2,184016.923
2021-S1,223496.162
2021-S2,257953.283
2022-S1,219639.053
2022-S2,190403.526
2023-S1,190177.095
2023-S2,213006.941
2024-S1,215600.172
2024-S2,237120.322
2025-S1,251551.895
2025-S2,300975.603
2015-S1,28541.691
2015-S2,30644.983
2016-S1,26028.900
2016-S2,19391.674
2017-S1,10993.613
2017-S2,9611.545
2018-S1,12860.339
2018-S2,15478.665
2019-S1,13550.191
2019-S2,12320.721
2020-S1,15427.589
2020-S2,10482.158
2021-S1,8988.741
2021-S2,7108.095
2022-S1,5363.836
2022-S2,5108.829
2023-S1,4798.484
2023-S2,4733.023
2024-S1,4538.373
2024-S2,4828.352
2025-S1,4227.195
2025-S2,4240.105
2015-S1,503903.000
2015-S2,346065.000
2016-S1,229706.000
2016-S2,152193.000
2017-S1,133498.000
2017-S2,164051.000
2018-S1,120958.000
2018-S2,119368.000
2019-S1,111954.000
2019-S2,106072.000
2020-S1,144333.000
2020-S2,143651.000
2021-S1,212210.000
2021-S2,221208.000
2022-S1,236536.000
2022-S2,227276.000
2023-S1,239544.000
2023-S2,200119.000
2024-S1,202343.000
2024-S2,194462.000
2025-S1,219657.000
2025-S2,190598.000
2015-S1,7725132.491
2015-S2,7173259.019
2016-S1,7519583.303
2016-S2,7416342.167
2017-S1,7654515.454
2017-S2,7886612.406
2018-S1,9495031.245
2018-S2,10764860.286
2019-S1,12277914.427
2019-S2,11153990.561
2020-S1,10195170.037
2020-S2,8627672.890
2021-S1,9418221.805
2021-S2,9183653.537
2022-S1,9787150.697
2022-S2,10101005.826
2023-S1,11366872.752
2023-S2,10954087.718
2024-S1,10337132.649
2024-S2,9875366.414
2025-S1,10712482.632
2025-S2,10294517.492
2015-S1,59658.000
2015-S2,64023.000
2016-S1,61864.000
2016-S2,56832.000
2017-S1,55465.000
2017-S2,44350.000
2018-S1,47473.000
2018-S2,45617.000
2019-S1,51469.000
2019-S2,47194.000
2020-S1,52393.000
2020-S2,50764.000
2021-S1,49231.000
2021-S2,40070.000
2022-S1,39810.000
2022-S2,41311.000
2023-S1,23707.000
2023-S2,111093.000
2024-S1,18811.000
2024-S2,14593.000
2025-S1,15335.000
2025-S2,15309.000
2015-S1,6936617.352
2015-S2,6154361.010
2016-S1,6812302.297
2016-S2,6412935.987
2017-S1,7203091.106
2017-S2,7336843.597
2018-S1,7289836.736
2018-S2,6997497.363
2019-S1,7364731.051
2019-S2,7061617.544
2020-S1,7035076.497
2020-S2,7492486.907
2021-S1,7925136.670
2021-S2,7758485.768
2022-S1,8320790.276
2022-S2,8674063.708
2023-S1,8983443.354
2023-S2,8583663.776
2024-S1,9135383.119
2024-S2,9784961.254
2025-S1,10058747.503
